24
360600
0.2
1	8800	8800	5	51	2	2	13	3	3
2	4000	4000	32	51	2	1	13	6	3
3	2800	2800	5	44	3	1	3	4	4	12	6
4	11600	11600	13	44	3	3	4	5	4	11	6
5	6100	6100	22	44	3	4	4	6	5	9	3
6	7600	7600	32	44	3	2	3	5	5	8	3
7	12100	12100	42	38	2	8	5	18	3
8	16700	16700	32	38	4	6	3	7	5	9	5	16	3
9	16200	16200	22	38	3	5	3	8	5	10	3
10	45200	45200	22	32	5	9	3	11	4	15	6	16	5	17	5
11	22300	22300	13	32	4	4	6	10	4	12	4	14	6
12	13900	13900	5	32	3	3	6	11	4	13	13
13	14600	14600	5	5	2	12	13	24	4
14	14100	14100	13	19	3	11	6	15	4	23	3
15	21400	21400	22	19	4	10	6	14	4	19	5	22	3
16	26100	26100	32	32	4	8	3	10	5	17	3	18	5
17	23400	23400	32	26	3	10	5	16	3	19	3
18	4800	4800	42	32	3	7	3	16	5	20	14
19	12800	12800	32	19	3	15	5	17	3	20	7
20	18500	18500	32	5	4	18	14	19	7	21	5	22	6
21	11000	11000	22	5	3	20	5	22	4	24	4
22	24400	24400	22	13	4	15	3	20	6	21	4	23	4
23	14500	14500	13	13	3	14	3	22	4	24	4
24	7700	7700	13	5	3	13	4	21	4	23	4
76
0	1	2	2	3600.0	6.75
1	1	3	2	3600.0	1.75
2	2	1	2	3600.0	6.75
3	2	6	2	3600.0	1.75
4	3	1	2	3600.0	1.75
5	3	4	2	3600.0	2.0
6	3	12	2	3600.0	3.0
7	4	3	2	3600.0	2.0
8	4	5	2	3600.0	2.25
9	4	11	2	3600.0	3.0
10	5	4	2	3600.0	2.25
11	5	6	2	3600.0	2.5
12	5	9	2	3600.0	1.5
13	6	2	2	3600.0	1.75
14	6	5	2	3600.0	2.5
15	6	8	2	3600.0	1.5
16	7	8	2	3600.0	2.5
17	7	18	2	3600.0	1.5
18	8	6	2	3600.0	1.5
19	8	7	2	3600.0	2.5
20	8	9	2	3600.0	2.5
21	8	16	2	3600.0	1.5
22	9	5	2	3600.0	1.5
23	9	8	2	3600.0	2.5
24	9	10	2	3600.0	1.5
25	10	9	2	3600.0	1.5
26	10	11	2	3600.0	2.25
27	10	15	2	3600.0	3.25
28	10	16	2	3600.0	2.5
29	10	17	2	3600.0	2.9
30	11	4	2	3600.0	3.0
31	11	10	2	3600.0	2.25
32	11	12	2	3600.0	2.0
33	11	14	2	3600.0	3.25
34	12	3	2	3600.0	3.0
35	12	11	2	3600.0	2.0
36	12	13	2	3600.0	6.75
37	13	12	2	3600.0	6.75
38	13	24	2	3600.0	2.0
39	14	11	2	3600.0	3.25
40	14	15	2	3600.0	2.25
41	14	23	2	3600.0	1.5
42	15	10	2	3600.0	3.25
43	15	14	2	3600.0	2.25
44	15	19	2	3600.0	2.5
45	15	22	2	3600.0	1.5
46	16	8	2	3600.0	1.5
47	16	10	2	3600.0	2.5
48	16	17	2	3600.0	1.5
49	16	18	2	3600.0	2.5
50	17	10	2	3600.0	2.9
51	17	16	2	3600.0	1.5
52	17	19	2	3600.0	1.75
53	18	7	2	3600.0	1.5
54	18	16	2	3600.0	2.5
55	18	20	2	3600.0	7.2
56	19	15	2	3600.0	2.5
57	19	17	2	3600.0	1.75
58	19	20	2	3600.0	3.5
59	20	18	2	3600.0	7.2
60	20	19	2	3600.0	3.5
61	20	21	2	3600.0	2.5
62	20	22	2	3600.0	3.2
63	21	20	2	3600.0	2.5
64	21	22	2	3600.0	2.0
65	21	24	2	3600.0	2.25
66	22	15	2	3600.0	1.5
67	22	20	2	3600.0	3.2
68	22	21	2	3600.0	2.0
69	22	23	2	3600.0	2.25
70	23	14	2	3600.0	1.5
71	23	22	2	3600.0	2.25
72	23	24	2	3600.0	2.0
73	24	13	2	3600.0	2.0
74	24	21	2	3600.0	2.25
75	24	23	2	3600.0	2.0
