20380
8
1	1	5432	9	2.3	32.02	1	0
2	1	6712	9	1.44	32	1	0
3	2	5430	9	1.95	31.97	1	0
4	2	5738	9	2.16	32	1	0
5	2	5739	9	0.87	32.02	1	0
6	3	5435	9	2.42	31.98	1	0
7	3	6705	9	1.63	31.96	1	0
8	3	6706	9	1.73	32.04	1	0
9	3	6712	9	1.74	32.02	1	0
10	4	5458	9	1.11	32.02	1	0
11	4	6705	9	2.07	32.01	1	0
12	4	6707	9	1.59	32.01	1	0
13	5	5405	9	0.48	32	1	0
14	5	5435	9	1.34	32.03	1	0
15	6	5437	9	0.95	32.02	1	0
16	6	6706	9	1.53	31.99	1	0
17	6	6707	9	1.49	32.04	1	0
18	7	5406	9	1.32	31.94	1	0
19	7	5429	9	0.46	32.09	1	0
20	8	5354	9	0.1	31.58	1	0
21	8	5425	9	0.89	31.98	1	0
22	9	5428	9	2.33	31.99	1	0
23	9	5429	9	2.04	31.96	1	0
24	9	5739	9	2.18	31.98	1	0
25	10	5422	9	1.36	32	1	0
26	10	5427	9	0.62	32.07	1	0
27	11	5419	9	0.9	31.95	1	0
28	11	5740	9	0.76	31.89	1	0
29	12	5419	9	2	32	1	0
30	12	5423	9	1.25	32.05	1	0
31	12	6931	9	2.62	32.02	1	0
32	13	5418	9	2.56	32	1	0
33	13	5422	9	1.99	32.01	1	0
34	13	5424	9	0.91	31.93	1	0
35	14	5239	9	1.47	31.96	1	0
36	14	5418	9	0.61	32.11	1	0
37	15	5236	9	1.37	31.98	1	0
38	15	6931	9	2.7	32.02	1	0
39	16	5235	9	1.18	32.04	1	0
40	17	5230	9	1.19	32.02	1	0
41	17	5235	9	1.3	31.97	1	0
42	18	5230	9	1.91	32.01	1	0
43	19	5229	9	0.85	32.08	1	0
44	20	5361	9	0.35	31.82	1	0
45	20	5364	9	0.5	31.91	1	0
46	21	5231	9	2.53	32.03	1	0
47	21	5363	9	1.92	32	1	0
48	21	5367	9	0.48	32	1	0
49	21	5372	9	1.24	31.93	1	0
50	22	5369	9	0.58	31.93	1	0
51	22	5375	9	0.2	31.58	1	0
52	23	5368	9	0.57	31.96	1	0
53	23	5379	9	0.78	32.05	1	0
54	24	5372	9	0.83	31.92	1	0
55	24	5416	9	0.53	32.12	1	0
56	25	5412	9	0.69	32.09	1	0
57	25	5414	9	0.76	31.89	1	0
58	26	5071	9	1.36	32	1	0
59	26	5402	9	1.06	31.96	1	0
60	26	5409	9	0.75	31.91	1	0
61	27	5378	9	0.8	25.95	1	0
62	27	5383	9	0.48	25.95	1	0
63	28	5376	9	0.43	26.06	1	0
64	28	5378	9	0.59	26.03	1	0
65	29	5377	9	0.59	26.03	1	0
66	29	5401	9	0.66	26.05	1	0
67	29	5710	9	0.49	26.02	1	0
68	30	5391	9	0.95	26.03	1	0
69	30	5397	9	0.94	25.99	1	0
70	30	5710	9	0.75	26.01	1	0
71	31	5373	9	0.63	26.07	1	0
72	31	5741	9	0.44	25.88	1	0
73	32	5358	9	1.09	25.95	1	0
74	32	5398	9	0.47	26.11	1	0
75	32	5741	9	0.37	26.12	1	0
76	33	5390	9	0.27	26.13	1	0
77	33	5396	9	0.35	25.93	1	0
78	34	5385	9	0.44	25.88	1	0
79	34	5388	9	0.53	26.07	1	0
80	34	5390	9	0.58	25.97	1	0
81	35	5387	9	0.67	25.94	1	0
82	35	5392	9	0.46	26.04	1	0
83	35	5395	9	1.4	26.01	1	0
84	36	5395	9	1.24	31.93	1	0
85	36	5403	9	0.77	32.08	1	0
86	36	5409	9	0.86	32.05	1	0
87	37	5403	9	0.59	31.89	1	0
88	38	5387	9	0.24	26.18	1	0
89	39	5452	9	0.36	31.76	1	0
90	40	5451	9	0.53	32.12	1	0
91	40	5452	9	0.53	32.12	1	0
92	41	5456	9	0.36	31.76	1	0
93	41	5460	9	0.78	32.05	1	0
94	42	5461	9	0.68	31.88	1	0
95	43	5449	9	0.53	32.12	1	0
96	43	5461	9	0.51	31.88	1	0
97	44	1378	9	0.29	32.22	1	0
98	45	5446	9	0.38	32.11	1	0
99	45	5448	9	0.49	31.96	1	0
100	46	5444	9	0.4	26.09	1	0
101	47	5453	9	0.24	26.18	1	0
102	47	6677	9	0.21	26.25	1	0
103	48	5453	9	0.27	26.13	1	0
104	49	1376	9	0.56	26.05	1	0
105	49	5742	9	0.37	26.12	1	0
106	49	6676	9	0.49	26.02	1	0
107	50	5442	9	0.37	26.12	1	0
108	50	5742	9	0.55	25.98	1	0
109	50	6675	9	0.61	25.96	1	0
110	51	5442	9	0.11	23.57	1	0
111	51	6674	9	0.17	23.72	1	0
112	52	5385	9	0.23	26.04	1	0
113	52	5744	9	0.2	26.09	1	0
114	53	5359	9	0.24	24	1	0
115	53	5743	9	0.1	24	1	0
116	54	5353	9	0.22	24	1	0
117	54	5359	9	0.26	24	1	0
118	55	5348	9	0.38	24	1	0
119	55	5349	9	0.34	24	1	0
120	55	5352	9	0.52	24	1	0
121	55	5353	9	0.45	23.89	1	0
122	56	5349	9	0.31	23.85	1	0
123	56	5440	9	0.52	24	1	0
124	57	5347	9	0.29	23.84	1	0
125	58	5340	9	0.82	24	1	0
126	58	5344	9	0.41	23.88	1	0
127	58	5346	9	0.35	23.86	1	0
128	58	5352	9	0.63	23.92	1	0
129	59	5356	9	0.32	24	1	0
130	59	6672	9	0.3	24	1	0
131	60	5342	9	0.28	24	1	0
132	60	5344	9	0.3	24	1	0
133	60	5345	9	0.38	24	1	0
134	61	5335	9	0.38	25.91	1	0
135	61	5357	9	0.43	26.06	1	0
136	62	5341	9	0.26	26	1	0
137	62	5342	9	0.33	26.05	1	0
138	63	5329	9	0.57	25.91	1	0
139	63	5337	9	0.64	25.95	1	0
140	63	5340	9	0.46	26.04	1	0
141	63	5341	9	0.56	26.05	1	0
142	64	5337	9	0.51	25.93	1	0
143	64	5338	9	0.64	25.95	1	0
144	64	5752	9	0.83	25.94	1	0
145	65	5329	9	0.76	26.06	1	0
146	65	5745	9	0.66	26.05	1	0
147	65	5747	9	0.46	26.04	1	0
148	66	5326	9	0.55	25.98	1	0
149	66	5333	9	0.54	25.92	1	0
150	66	5749	9	0.61	25.96	1	0
151	67	5324	9	0.28	25.85	1	0
